code,work_rvu
A4358,0
A4360,0
A4361,0
A4362,0
A4363,0
A4364,0
A4366,0
A4367,0
A4368,0
A4369,0
A4371,0
A4372,0
A4373,0
A4375,0
A4376,0
A4377,0
A4378,0
A4379,0
A4380,0
A4381,0
A4382,0
A4383,0
A4384,0
A4385,0
A4387,0
A4388,0
A4389,0
A4390,0
A4391,0
A4392,0
A4393,0
A4394,0
A4395,0
A4396,0
A4398,0
A4399,0
A4400,0
A4402,0
A4404,0
A4405,0
A4406,0
A4407,0
A4408,0
A4409,0
A4410,0
A4411,0
A4412,0
A4413,0
A4414,0
A4415,0
A4416,0
A4417,0
A4418,0
A4419,0
A4420,0
A4421,0
A4422,0
A4423,0
A4424,0
A4425,0
A4426,0
A4427,0
A4428,0
A4429,0
A4430,0
A4431,0
A4432,0
A4433,0
A4434,0
A4435,0
A4436,0
A4437,0
A4438,0
A4450,0
A4452,0
A4453,0
A4455,0
A4456,0
A4457,0
A4458,0
A4459,0
A4461,0
A4463,0
A4465,0
A4467,0
A4468,0
A4470,0
A4480,0
A4481,0
A4483,0
A4490,0
A4495,0
A4500,0
A4510,0
A4520,0
A4540,0
A4541,0
A4542,0
A4543,0
A4544,0
A4545,0
A4550,0
A4553,0
A4554,0
A4555,0
A4556,0
A4557,0
A4558,0
A4559,0
A4560,0
A4561,0
A4562,0
A4563,0
A4564,0
A4565,0
A4566,0
A4570,0
A4575,0
A4580,0
A4590,0
A4593,0
A4594,0
A4595,0
A4596,0
A4600,0
A4601,0
A4602,0
A4604,0
A4605,0
A4606,0
A4608,0
A4611,0
A4612,0
A4613,0
A4614,0
A4615,0
A4616,0
A4617,0
A4618,0
A4619,0
A4620,0
A4623,0
A4624,0
A4625,0
A4626,0
A4627,0
A4628,0
A4629,0
A4630,0
A4633,0
A4634,0
A4635,0
A4636,0
A4637,0
A4638,0
A4639,0
A4640,0
A4641,0
A4642,0
A4648,0
A4649,0
A4650,0
A4651,0
A4652,0
A4653,0
A4657,0
A4660,0
A4663,0
A4670,0
A4671,0
A4672,0
A4673,0
A4674,0
A4680,0
A4690,0
A4706,0
A4707,0
A4708,0
A4709,0
A4714,0
A4719,0
A4720,0
A4721,0
A4722,0
A4723,0
A4724,0
A4725,0
A4726,0
A4728,0
A4730,0
A4736,0
A4737,0
A4740,0
A4750,0
A4755,0
A4760,0
A4765,0
A4766,0
A4770,0
A4771,0
A4772,0
A4773,0
A4774,0
A4802,0
A4860,0
A4870,0
A4890,0
A4911,0
A4913,0
A4918,0
A4927,0
A4928,0
A4929,0
A4930,0
A4931,0
A4932,0
A5051,0
A5052,0
A5053,0
A5054,0
A5055,0
A5056,0
A5057,0
A5061,0
A5062,0
A5063,0
A5071,0
A5072,0
A5073,0
A5081,0
A5082,0
A5083,0
A5093,0
A5102,0
A5105,0
A5112,0
A5113,0
A5114,0
A5120,0
A5121,0
A5122,0
A5126,0
A5131,0
A5200,0
A5500,0
A5501,0
A5503,0
A5504,0
A5505,0
A5506,0
A5507,0
A5508,0
A5510,0
A5512,0
A5513,0
A5514,0
A6000,0
A6010,0
A6011,0
A6021,0
A6022,0
A6023,0
A6024,0
A6025,0
A6154,0
A6196,0
A6197,0
A6198,0
A6199,0
A6203,0
A6204,0
A6205,0
A6206,0
A6207,0
A6208,0
A6209,0
A6210,0
A6211,0
A6212,0
A6213,0
A6214,0
A6215,0
A6216,0
A6217,0
A6218,0
A6219,0
A6220,0
A6221,0
A6222,0
A6223,0
A6224,0
A6228,0
A6229,0
A6230,0
A6231,0
A6232,0
A6233,0
A6234,0
A6235,0
A6236,0
A6237,0
A6238,0
A6239,0
A6240,0
A6241,0
A6242,0
A6243,0
A6244,0
A6245,0
A6246,0
A6247,0
A6248,0
A6250,0
A6251,0
A6252,0
A6253,0
A6254,0
A6255,0
A6256,0
A6257,0
A6258,0
A6259,0
A6260,0
A6261,0
A6262,0
A6266,0
A6402,0
A6403,0
A6404,0
A6407,0
A6410,0
A6411,0
A6412,0
A6413,0
A6441,0
A6442,0
A6443,0
A6444,0
A6445,0
A6446,0
A6447,0
A6448,0
A6449,0
A6450,0
A6451,0
A6452,0
A6453,0
A6454,0
A6455,0
A6456,0
A6457,0
A6460,0
A6461,0
A6501,0
A6502,0
A6503,0
A6504,0
A6505,0
A6506,0
A6507,0
A6508,0
A6509,0
A6510,0
A6511,0
A6512,0
A6513,0
A6520,0
A6521,0
A6522,0
A6523,0
A6524,0
A6525,0
A6526,0
A6527,0
A6528,0
A6529,0
A6530,0
A6531,0
A6532,0
A6533,0
A6534,0
A6535,0
A6536,0
A6537,0
A6538,0
A6539,0
A6540,0
A6541,0
A6544,0
A6545,0
A6549,0
A6550,0
A6552,0
A6553,0
A6554,0
A6555,0
A6556,0
A6557,0
A6558,0
A6559,0
A6560,0
A6561,0
A6562,0
A6563,0
A6564,0
A6565,0
A6566,0
A6567,0
A6568,0
A6569,0
A6570,0
A6571,0
A6572,0
A6573,0
A6574,0
A6575,0
A6576,0
A6577,0
A6578,0
A6579,0
A6580,0
A6581,0
A6582,0
A6583,0
A6584,0
A6585,0
A6586,0
A6587,0
A6588,0
A6589,0
A6590,0
A6591,0
A6593,0
A6594,0
A6595,0
A6596,0
A6597,0
A6598,0
A6599,0
A6600,0
A6601,0
A6602,0
A6603,0
A6604,0
A6605,0
A6606,0
A6607,0
A6608,0
A6609,0
A6610,0
A7000,0
A7001,0
A7002,0
A7003,0
A7004,0
A7005,0
A7006,0
A7007,0
A7008,0
A7009,0
A7010,0
A7012,0
A7013,0
A7014,0
A7015,0
A7016,0
A7017,0
A7018,0
A7020,0
A7021,0
A7023,0
A7025,0
A7026,0
A7027,0
A7028,0
A7029,0
A7030,0
A7031,0
A7032,0
A7033,0
A7034,0
A7035,0
A7036,0
A7037,0
A7038,0
A7039,0
A7040,0
A7041,0
A7044,0
A7045,0
A7046,0
A7047,0
A7048,0
A7049,0
A7501,0
A7502,0
A7503,0
A7504,0
A7505,0
A7506,0
A7507,0
A7508,0
A7509,0
A7520,0
A7521,0
A7522,0
A7523,0
A7524,0
A7525,0
A7526,0
A7527,0
A8000,0
A8001,0
A8002,0
A8003,0
A8004,0
A9150,0
A9152,0
A9153,0
A9155,0
A9156,0
A9180,0
A9268,0
A9269,0
A9270,0
A9272,0
A9273,0
A9274,0
A9275,0
A9276,0
A9277,0
A9278,0
A9279,0
A9280,0
A9281,0
A9282,0
A9283,0
A9284,0
A9285,0
A9286,0
A9291,0
A9292,0
A9293,0
A9300,0
A9500,0
A9501,0
A9502,0
A9503,0
A9504,0
A9505,0
A9506,0
A9507,0
A9508,0
A9509,0
A9510,0
A9512,0
A9513,0
A9515,0
A9516,0
A9517,0
A9520,0
A9521,0
A9524,0
A9526,0
A9527,0
A9528,0
A9529,0
A9530,0
A9531,0
A9532,0
A9536,0
A9537,0
A9538,0
A9539,0
A9540,0
A9541,0
A9542,0
A9543,0
A9546,0
A9547,0
A9548,0
A9550,0
A9551,0
A9552,0
A9553,0
A9554,0
A9555,0
A9556,0
A9557,0
A9558,0
A9559,0
A9560,0
A9561,0
A9562,0
A9563,0
A9564,0
A9566,0
A9567,0
A9568,0
A9569,0
A9570,0
A9571,0
A9572,0
A9573,0
A9575,0
A9576,0
A9577,0
A9578,0
A9579,0
A9580,0
A9581,0
A9582,0
A9583,0
A9584,0
A9585,0
A9586,0
A9587,0
A9588,0
A9589,0
A9590,0
A9591,0
A9592,0
A9593,0
A9594,0
A9595,0
A9596,0
A9597,0
A9598,0
A9600,0
A9601,0
A9602,0
A9603,0
A9604,0
A9606,0
A9607,0
A9608,0
A9609,0
A9610,0
A9615,0
A9697,0
A9698,0
A9699,0
A9700,0
A9800,0
A9900,0
A9901,0
A9999,0
D0120,0
D0140,0
D0145,0
D0150,0
D0160,0
D0170,0
D0171,0
D0180,0
D0190,0
D0191,0
D0210,0
D0210,0
D0210,0
D0220,0
D0220,0
D0220,0
D0230,0
D0230,0
D0230,0
D0240,0
D0240,0
D0240,0
D0250,0
D0250,0
D0250,0
D0251,0
D0251,0
D0251,0
D0270,0
D0270,0
D0270,0
D0272,0
D0272,0
D0272,0
D0273,0
D0273,0
D0273,0
D0274,0
D0274,0
D0274,0
D0277,0
D0277,0
D0277,0
D0310,0
D0310,0
D0310,0
D0320,0
D0320,0
D0320,0
D0321,0
D0321,0
D0321,0
D0322,0
D0322,0
D0322,0
D0330,0
D0330,0
D0330,0
D0340,0
D0340,0
D0340,0
D0350,0
D0350,0
D0350,0
D0364,0
D0364,0
D0364,0
D0365,0
D0365,0
D0365,0
D0366,0
D0366,0
D0366,0
D0367,0
D0367,0
D0367,0
D0368,0
D0368,0
D0368,0
D0369,0
D0369,0
D0369,0
D0370,0
D0370,0
D0370,0
D0371,0
D0371,0
D0371,0
D0372,0
D0372,0
D0372,0
D0373,0
D0373,0
D0373,0
D0374,0
D0374,0
D0374,0
D0380,0
D0380,0
D0380,0
D0381,0
D0381,0
D0381,0
D0382,0
D0382,0
D0382,0
D0383,0
D0383,0
D0383,0
D0384,0
D0384,0
D0384,0
D0385,0
D0385,0
D0385,0
D0386,0
D0386,0
D0386,0
D0387,0
D0387,0
D0387,0
D0388,0
D0388,0
D0388,0
D0389,0
D0389,0
D0389,0
D0391,0
D0391,0
D0391,0
D0393,0
D0393,0
D0393,0
D0394,0
D0394,0
D0394,0
D0395,0
D0395,0
D0395,0
D0396,0
D0411,0
D0412,0
D0414,0
D0415,0
D0416,0
D0417,0
D0418,0
D0419,0
D0422,0
D0423,0
D0425,0
D0431,0
D0460,0
D0470,0
D0472,0
D0473,0
D0474,0
D0475,0
D0475,0
D0475,0
D0476,0
D0477,0
D0478,0
D0478,0
D0478,0
D0479,0
D0480,0
D0480,0
D0480,0
D0481,0
D0481,0
D0481,0
D0482,0
D0483,0
D0484,0
D0484,0
D0484,0
D0485,0
D0485,0
D0485,0
D0486,0
D0502,0
D0600,0
D0601,0
D0602,0
D0603,0
D0604,0
D0605,0
D0605,0
D0605,0
D0606,0
D0701,0
D0701,0
D0701,0
D0702,0
D0702,0
D0702,0
D0703,0
D0703,0
D0703,0
D0705,0
D0705,0
D0705,0
D0706,0
D0706,0
D0706,0
D0707,0
D0707,0
D0707,0
D0708,0
D0708,0
D0708,0
D0709,0
D0709,0
D0709,0
D0801,0
D0801,0
D0801,0
D0802,0
D0802,0
D0802,0
D0803,0
D0803,0
D0803,0
D0804,0
D0804,0
D0804,0
D0999,0
D1110,0
D1120,0
D1206,0
D1208,0
D1301,0
D1310,0
D1320,0
D1321,0
D1330,0
D1351,0
D1352,0
D1353,0
D1354,0
D1355,0
D1510,0
D1516,0
D1517,0
D1520,0
D1526,0
D1527,0
D1551,0
D1552,0
D1553,0
D1556,0
D1557,0
D1558,0
D1575,0
D1701,0
D1702,0
D1703,0
D1704,0
D1705,0
D1706,0
D1707,0
D1708,0
D1709,0
D1710,0
D1711,0
D1712,0
D1713,0
D1714,0
D1781,0
D1782,0
D1783,0
D1999,0
D2140,0
D2150,0
D2160,0
D2161,0
D2330,0
D2331,0
D2332,0
D2335,0
D2390,0
D2391,0
D2392,0
D2393,0
D2394,0
D2410,0
D2420,0
D2430,0
D2510,0
D2520,0
D2530,0
D2542,0
D2543,0
D2544,0
D2610,0
D2620,0
D2630,0
D2642,0
D2643,0
D2644,0
D2650,0
D2651,0
D2652,0
D2662,0
D2663,0
D2664,0
D2710,0
D2712,0
D2720,0
D2721,0
D2722,0
D2740,0
D2750,0
D2751,0
D2752,0
D2753,0
D2780,0
D2781,0
D2782,0
D2783,0
D2790,0
D2791,0
D2792,0
D2794,0
D2799,0
D2910,0
D2915,0
D2920,0
D2921,0
D2928,0
D2929,0
D2930,0
D2931,0
D2932,0
D2933,0
D2934,0
D2940,0
D2949,0
D2950,0
D2951,0
D2952,0
D2953,0
D2954,0
D2955,0
D2956,0
D2957,0
D2960,0
D2961,0
D2962,0
D2971,0
D2975,0
D2976,0
D2980,0
D2981,0
D2982,0
D2983,0
D2989,0
D2990,0
D2991,0
D2999,0
D3110,0
D3120,0
D3220,0
D3221,0
D3222,0
D3230,0
D3240,0
D3310,0
D3320,0
D3330,0
D3331,0
D3332,0
D3333,0
D3346,0
D3347,0
D3348,0
D3351,0
D3352,0
D3353,0
D3355,0
D3356,0
D3357,0
D3410,0
D3421,0
D3425,0
D3426,0
D3428,0
D3429,0
D3430,0
D3431,0
D3432,0
D3450,0
D3460,0
D3470,0
D3471,0
D3472,0
D3473,0
D3501,0
D3502,0
D3503,0
D3910,0
D3911,0
D3920,0
D3921,0
D3950,0
D3999,0
D4210,0
D4211,0
D4212,0
D4230,0
D4231,0
D4240,0
D4241,0
D4245,0
D4249,0
D4260,0
D4261,0
D4263,0
D4264,0
D4265,0
D4266,0
D4267,0
D4268,0
D4270,0
D4273,0
D4274,0
D4275,0
D4276,0
D4277,0
D4278,0
D4283,0
D4285,0
D4286,0
D4322,0
D4323,0
D4341,0
D4342,0
D4346,0
D4355,0
D4381,0
D4910,0
D4920,0
D4921,0
D4999,0
D5110,0
D5120,0
D5130,0
D5140,0
D5211,0
D5212,0
D5213,0
D5214,0
D5221,0
D5222,0
D5223,0
D5224,0
D5225,0
D5226,0
D5227,0
D5228,0
D5282,0
D5283,0
D5284,0
D5286,0
D5410,0
D5411,0
D5421,0
D5422,0
D5511,0
D5512,0
D5520,0
D5611,0
D5612,0
D5621,0
D5622,0
D5630,0
D5640,0
D5650,0
D5660,0
D5670,0
D5671,0
D5710,0
D5711,0
D5720,0
D5721,0
D5725,0
D5730,0
D5731,0
D5740,0
D5741,0
D5750,0
D5751,0
D5760,0
D5761,0
D5765,0
D5810,0
D5811,0
D5820,0
D5821,0
D5850,0
D5851,0
D5862,0
D5863,0
D5864,0
D5865,0
D5866,0
D5867,0
D5875,0
D5876,0
D5899,0
D5911,0
D5912,0
D5913,0
D5914,0
D5915,0
D5916,0
D5919,0
D5922,0
D5923,0
D5924,0
D5925,0
D5926,0
D5927,0
D5928,0
D5929,0
D5931,0
D5932,0
D5933,0
D5934,0
D5935,0
D5936,0
D5937,0
D5951,0
D5952,0
D5953,0
D5954,0
D5955,0
D5958,0
D5959,0
D5960,0
D5982,0
D5983,0
D5984,0
D5985,0
D5986,0
D5987,0
D5988,0
D5991,0
D5992,0
D5993,0
D5995,0
D5996,0
D5999,0
D6010,0
D6011,0
D6012,0
D6013,0
D6040,0
D6050,0
D6051,0
D6055,0
D6056,0
D6057,0
D6058,0
D6059,0
D6060,0
D6061,0
D6062,0
D6063,0
D6064,0
D6065,0
D6066,0
D6067,0
D6068,0
D6069,0
D6070,0
D6071,0
D6072,0
D6073,0
D6074,0
D6075,0
D6076,0
D6077,0
D6080,0
D6081,0
D6082,0
D6083,0
D6084,0
D6085,0
D6086,0
D6087,0
D6088,0
D6089,0
D6090,0
D6091,0
D6092,0
D6093,0
D6094,0
D6096,0
D6097,0
D6098,0
D6099,0
D6100,0
D6101,0
D6102,0
D6103,0
D6104,0
D6105,0
D6106,0
D6107,0
D6110,0
D6111,0
D6112,0
D6113,0
D6114,0
D6115,0
D6116,0
D6117,0
D6118,0
D6119,0
D6120,0
D6121,0
D6122,0
D6123,0
D6180,0
D6190,0
D6191,0
D6192,0
D6193,0
D6194,0
D6195,0
D6197,0
D6198,0
D6199,0
D6205,0
D6210,0
D6211,0
D6212,0
D6214,0
D6240,0
D6241,0
D6242,0
D6243,0
D6245,0
D6250,0
D6251,0
D6252,0
D6253,0
D6545,0
D6548,0
D6549,0
D6600,0
D6601,0
D6602,0
D6603,0
D6604,0
D6605,0
D6606,0
D6607,0
D6608,0
D6609,0
D6610,0
D6611,0
D6612,0
D6613,0
D6614,0
D6615,0
D6624,0
D6634,0
D6710,0
D6720,0
D6721,0
D6722,0
D6740,0
D6750,0
D6751,0
D6752,0
D6753,0
D6780,0
D6781,0
D6782,0
D6783,0
D6784,0
D6790,0
D6791,0
D6792,0
D6793,0
D6794,0
D6920,0
D6930,0
D6940,0
D6950,0
D6980,0
D6985,0
D6999,0
D7111,0
D7140,0
D7210,0
D7220,0
D7230,0
D7240,0
D7241,0
D7250,0
D7251,0
D7252,0
D7259,0
D7260,0
D7261,0
D7270,0
D7272,0
D7280,0
D7282,0
D7283,0
D7284,0
D7285,0
D7286,0
D7287,0
D7288,0
D7290,0
D7291,0
D7292,0
D7293,0
D7294,0
D7295,0
D7296,0
D7297,0
D7298,0
D7299,0
D7300,0
D7310,0
D7311,0
D7320,0
D7321,0
D7340,0
D7350,0
D7410,0
D7411,0
D7412,0
D7413,0
D7414,0
D7415,0
D7440,0
D7441,0
D7450,0
D7451,0
D7460,0
D7461,0
D7465,0
D7471,0
D7472,0
D7473,0
D7485,0
D7490,0
D7509,0
D7510,0
D7511,0
D7520,0
D7521,0
D7530,0
D7540,0
D7550,0
D7560,0
D7610,0
D7620,0
D7630,0
D7640,0
D7650,0
D7660,0
D7670,0
D7671,0
D7680,0
D7710,0
D7720,0
D7730,0
D7740,0
D7750,0
D7760,0
D7770,0
D7771,0
D7780,0
D7810,0
D7820,0
D7830,0
D7840,0
D7850,0
D7852,0
D7854,0
D7856,0
D7858,0
D7860,0
D7865,0
D7870,0
D7871,0
D7872,0
D7873,0
D7874,0
D7875,0
D7876,0
D7877,0
D7880,0
D7881,0
D7899,0
D7910,0
D7911,0
D7912,0
D7920,0
D7921,0
D7922,0
D7939,0
D7940,0
D7941,0
D7943,0
D7944,0
D7945,0
D7946,0
D7947,0
D7948,0
D7949,0
D7950,0
D7951,0
D7952,0
D7953,0
D7955,0
D7956,0
D7957,0
D7961,0
D7962,0
D7963,0
D7970,0
D7971,0
D7972,0
D7979,0
D7980,0
D7981,0
D7982,0
D7983,0
D7990,0
D7991,0
D7993,0
D7994,0
D7995,0
D7996,0
D7997,0
D7998,0
D7999,0
D8010,0
D8020,0
D8030,0
D8040,0
D8070,0
D8080,0
D8090,0
D8091,0
D8210,0
D8220,0
D8660,0
D8670,0
D8671,0
D8680,0
D8681,0
D8695,0
D8696,0
D8697,0
D8698,0
D8699,0
D8701,0
D8702,0
D8703,0
D8704,0
D8999,0
D9110,0
D9120,0
D9130,0
D9210,0
D9211,0
D9212,0
D9215,0
D9219,0
D9222,0
D9223,0
D9230,0
D9239,0
D9243,0
D9248,0
D9310,0
D9311,0
D9410,0
D9420,0
D9430,0
D9440,0
D9450,0
D9610,0
D9612,0
D9613,0
D9630,0
D9910,0
D9911,0
D9912,0
D9913,0
D9914,0
D9920,0
D9930,0
D9932,0
D9933,0
D9934,0
D9935,0
D9938,0
D9939,0
D9941,0
D9942,0
D9943,0
D9944,0
D9945,0
D9946,0
D9947,0
D9948,0
D9949,0
D9950,0
D9951,0
D9952,0
D9953,0
D9954,0
D9955,0
D9956,0
D9957,0
D9959,0
D9961,0
D9970,0
D9971,0
D9972,0
D9973,0
D9974,0
D9975,0
D9985,0
D9986,0
D9987,0
D9990,0
D9991,0
D9992,0
D9993,0
D9994,0
D9995,0
D9996,0
D9997,0
D9999,0
G0008,0
G0009,0
G0010,0
G0011,0.45
G0012,0.17
G0013,0.18
G0017,4.7
G0018,2.25
G0019,1
G0022,0.7
G0023,1
G0024,0.7
G0027,0
G0029,0
G0030,0
G0031,0
G0032,0
G0033,0
G0034,0
G0035,0
G0036,0
G0037,0
G0038,0
G0039,0
G0040,0
G0041,0
G0042,0
G0043,0
G0044,0
G0045,0
G0046,0
G0047,0
G0048,0
G0049,0
G0050,0
G0051,0
G0052,0
G0053,0
G0054,0
G0055,0
G0057,0
G0058,0
G0059,0
G0060,0
G0061,0
G0062,0
G0063,0
G0064,0
G0065,0
G0066,0
G0067,0
G0068,0
G0069,0
G0070,0
G0071,0.24
G0076,1.01
G0077,1.52
G0078,2.53
G0079,3.38
G0080,4.09
G0081,1
G0082,1.56
G0083,2.33
G0084,3.28
G0085,4.09
G0086,1.25
G0087,1.8
G0088,0
G0089,0
G0090,0
G0101,0.45
G0102,0.18
G0103,0
G0104,0.84
G0105,3.26
G0105,1.63
G0108,0.9
G0109,0.25
G0117,0.45
G0118,0.17
G0121,3.26
G0121,1.63
G0123,0
G0124,0.26
G0127,0.17
G0128,0
G0129,0
G0130,0.22
G0130,0
G0130,0.22
G0136,0.18
G0137,0
G0138,0.21
G0140,1
G0141,0.26
G0143,0
G0144,0
G0145,0
G0146,0.7
G0147,0
G0148,0
G0151,0
G0152,0
G0153,0
G0155,0
G0156,0
G0157,0
G0158,0
G0159,0
G0160,0
G0161,0
G0162,0
G0166,0
G0168,0.31
G0175,0
G0176,0
G0177,0
G0179,0.45
G0180,0.67
G0181,1.73
G0182,1.73
G0186,0
G0219,0
G0219,0
G0219,0
G0235,0
G0235,0
G0235,0
G0237,0
G0238,0
G0239,0
G0245,0.88
G0246,0.45
G0247,0.5
G0248,0
G0249,0
G0250,0.18
G0252,0
G0252,0
G0252,1.5
G0255,0
G0255,0
G0255,0
G0257,0
G0259,0
G0260,0
G0268,0.61
G0269,0
G0270,0.45
G0271,0.25
G0276,7.17
G0277,0
G0278,0.25
G0279,0.6
G0279,0
G0279,0.6
G0281,0.18
G0282,0
G0283,0.18
G0288,0
G0289,1.48
G0293,0
G0294,0
G0295,0
G0296,0.52
G0299,0
G0300,0
G0302,0
G0303,0
G0304,0
G0305,0
G0306,0
G0307,0
G0310,0
G0311,0
G0312,0
G0313,0
G0314,0
G0315,0
G0316,0.61
G0317,0.61
G0318,0.61
G0320,0
G0321,0
G0322,0
G0323,0.93
G0327,0
G0328,0
G0329,0.06
G0330,0
G0333,0
G0337,1.42
G0339,0
G0340,0
G0341,6.98
G0342,11.92
G0343,19.85
G0372,0.17
G0378,0
G0379,0
G0380,0
G0381,0
G0382,0
G0383,0
G0384,0
G0390,0
G0396,0.65
G0397,1.3
G0398,0
G0398,0
G0398,0
G0399,0
G0399,0
G0399,0
G0400,0
G0400,0
G0400,0
G0402,2.6
G0403,0.17
G0404,0
G0405,0.17
G0406,0.76
G0407,1.39
G0408,2
G0409,0
G0410,0
G0411,0
G0412,10.45
G0413,15.73
G0414,14.65
G0415,20.93
G0416,3.6
G0416,0
G0416,3.6
G0420,2.12
G0421,0.5
G0422,1.99
G0423,1.99
G0425,1.92
G0426,2.61
G0427,3.86
G0428,0
G0429,1.19
G0432,0
G0433,0
G0435,0
G0438,2.6
G0439,1.92
G0442,0.18
G0443,0.6
G0444,0.18
G0445,0.6
G0446,0.6
G0447,0.6
G0448,0
G0451,0
G0452,0.93
G0452,0
G0452,0.93
G0453,0.6
G0454,0.18
G0455,1.34
G0458,0
G0459,0.95
G0460,0
G0463,0
G0465,1.83
G0466,0
G0467,0
G0468,0
G0469,0
G0470,0
G0471,0
G0472,0
G0473,0.23
G0475,0
G0476,0
G0480,0
G0481,0
G0482,0
G0483,0
G0490,0
G0491,0
G0492,0
G0493,0
G0494,0
G0495,0
G0496,0
G0498,0
G0499,0
G0500,0.1
G0501,0
G0506,0.87
G0508,4
G0509,3.86
G0511,0.9
G0512,1.97
G0513,1.17
G0514,1.17
G0516,1.82
G0517,2.1
G0518,3.55
G0519,0
G0520,0
G0521,0
G0522,0
G0523,0
G0524,0
G0525,0
G0526,0
G0527,0
G0528,0
G0529,0
G0530,0
G0531,0
G0532,0
G0533,0
G0534,0
G0535,0
G0536,0
G0537,0.18
G0538,0.18
G0539,1
G0540,0.54
G0541,1
G0542,0.54
G0543,0.23
G0544,1
G0545,0.89
G0546,0.35
G0547,0.7
G0548,1.05
G0549,1.4
G0550,0.7
G0551,0.7
G0552,0
G0553,0.62
G0554,0.61
G0555,0
G0556,0.25
G0557,0.77
G0558,1.67
G0559,0.16
G0560,1.09
G0561,0
G0562,0
G0562,0
G0562,0
G0563,0
G0564,0
G0565,0
G0659,0
G0913,0
G0914,0
G0915,0
G0916,0
G0917,0
G0918,0
G1025,0
G1026,0
G1027,0
G1028,0
G2000,0
G2001,1.01
G2002,1.52
G2003,2.53
G2004,3.38
G2005,4.09
G2006,1
G2007,1.56
G2008,2.33
G2009,3.28
G2010,0.18
G2011,0.33
G2013,4.09
G2014,1.25
G2015,1.8
G2020,0
G2021,0
G2022,0
G2025,1.44
G2067,0
G2068,0
G2069,0
G2073,0
G2074,0
G2075,0
G2076,0
G2077,0
G2078,0
G2079,0
G2080,0
G2081,0
G2082,0.7
G2083,0.7
G2086,8.36
G2087,8.19
G2088,0.82
G2090,0
G2091,0
G2092,0
G2093,0
G2094,0
G2096,0
G2097,0
G2098,0
G2099,0
G2100,0
G2101,0
G2105,0
G2106,0
G2107,0
G2112,0
G2113,0
G2115,0
G2116,0
G2118,0
G2121,0
G2122,0
G2125,0
G2126,0
G2127,0
G2128,0
G2129,0
G2136,0
G2137,0
G2138,0
G2139,0
G2140,0
G2141,0
G2142,0
G2143,0
G2144,0
G2145,0
G2146,0
G2147,0
G2148,0
G2149,0
G2150,0
G2151,0
G2152,0
G2167,0
G2168,0
G2169,0
G2172,0
G2173,0
G2174,0
G2175,0
G2176,0
G2177,0
G2178,0
G2179,0
G2180,0
G2181,0
G2182,0
G2183,0
G2184,0
G2185,0
G2186,0
G2187,0
G2188,0
G2189,0
G2190,0
G2191,0
G2192,0
G2193,0
G2194,0
G2195,0
G2196,0
G2197,0
G2199,0
G2200,0
G2202,0
G2204,0
G2205,0
G2206,0
G2207,0
G2208,0
G2209,0
G2210,0
G2211,0.33
G2212,0.61
G2213,1.3
G2214,0.77
G2215,0
G2216,0
G2250,0.18
G2251,0.25
G2252,0.5
G3002,1.45
G3003,0.5
G4000,0
G4001,0
G4002,0
G4003,0
G4004,0
G4005,0
G4006,0
G4007,0
G4008,0
G4009,0
G4010,0
G4011,0
G4012,0
G4013,0
G4014,0
G4015,0
G4016,0
G4017,0
G4018,0
G4019,0
G4020,0
G4021,0
